ID Giao Dịch,Ngày,Chi Nhánh,Khu Vực,Nhân Viên,Khách Hàng,Tuổi,Giới Tính,Địa Chỉ,Hãng Xe,Tên Xe,Loại Xe,Màu Sắc,Giá Niêm Yết,Nguồn Khách,Hình Thức,Dịch Vụ,Khuyến Mãi,Tổng Cộng
KHB-XM-000095,30/05/2025,CN Thanh Khê,Đà Nẵng,NV_194,Phạm Nam,64,Nam,Đà Nẵng,Yamaha,Yamaha Exciter 155,Xe côn,Trắng,48500000,TikTok,Trả góp,"Đăng ký xe, Phủ nano",0,49400000
KHB-XM-000096,12/12/2025,CN Quận 10,TP Hồ Chí Minh,NV_152,Huỳnh Hạnh,61,Nữ,TP Hồ Chí Minh,Yamaha,Yamaha Grande,Tay ga,Vàng,46500000,Tự tìm kiếm,Trả góp,"Dán keo, Phủ nano",0,47400000
KHB-XM-000097,02/12/2025,CN Bình Tân,TP Hồ Chí Minh,NV_113,Phan Hạnh,61,Nữ,TP Hồ Chí Minh,Honda,Honda Wave RSX FI,Xe số,Xanh dương,22500000,Website hệ thống,Trả góp,"Khung bảo vệ, Đăng ký xe",0,23400000
KHB-XM-000098,02/08/2025,CN Hoàn Kiếm,Hà Nội,NV_114,Lê Linh,50,Nam,Hà Nội,Honda,Honda Future 125 FI,Xe số,Xám xi măng,31000000,Website hệ thống,Thanh toán chuẩn,"Dán keo, Đăng ký xe",0,31900000
KHB-XM-000099,04/08/2025,CN Quận 1,TP Hồ Chí Minh,NV_108,Nguyễn Chi,28,Nữ,TP Hồ Chí Minh,Honda,Honda Vision,Tay ga,Vàng,33000000,Facebook,Trả góp,Phủ nano,0,33450000
KHB-XM-000100,13/04/2025,CN Bình Thạnh,TP Hồ Chí Minh,NV_141,Nguyễn Nam,54,Nam,TP Hồ Chí Minh,Yamaha,Yamaha NVX 155,Tay ga,Đỏ,55000000,Tự tìm kiếm,Thanh toán chuẩn,"Đăng ký xe, Bảo hiểm dân sự, Dán keo, Khung bảo vệ",0,56800000
KHB-XM-000101,02/12/2025,CN Hoàn Kiếm,Hà Nội,NV_192,Phạm Hạnh,65,Nữ,Hà Nội,Honda,Honda Wave RSX FI,Xe số,Xám xi măng,22500000,Website hệ thống,Thanh toán chuẩn,Khung bảo vệ,500000,22450000
KHB-XM-000102,29/01/2025,CN Bình Tân,TP Hồ Chí Minh,NV_102,Trần Linh,65,Nam,TP Hồ Chí Minh,Honda,Honda Lead 125,Tay ga,Đen,40000000,Website hệ thống,Trả góp,"Khung bảo vệ, Phủ nano, Dán keo, Bảo hiểm dân sự",0,41800000
KHB-XM-000103,14/09/2025,CN Hai Bà Trưng,Hà Nội,NV_137,Nguyễn Khánh,50,Nam,Hà Nội,Yamaha,Yamaha NVX 155,Tay ga,Trắng,55000000,TikTok,Thanh toán chuẩn,"Dán keo, Khung bảo vệ, Đăng ký xe, Bảo hiểm dân sự",0,56800000
KHB-XM-000104,19/08/2025,CN Hai Bà Trưng,Hà Nội,NV_180,Lê Bình,27,Nữ,Hà Nội,Yamaha,Yamaha Exciter 155,Xe côn,Xanh dương,48500000,YouTube,Thanh toán chuẩn,Dán keo,0,48950000
KHB-XM-000105,09/06/2025,CN Quận 5,TP Hồ Chí Minh,NV_179,Huỳnh Dũng,44,Nam,TP Hồ Chí Minh,Suzuki,Suzuki Raider R150,Xe côn,Đen,50500000,Website hệ thống,Trả góp,"Khung bảo vệ, Phủ nano, Bảo hiểm dân sự, Dán keo",0,52300000
KHB-XM-000106,15/08/2025,CN Hoàn Kiếm,Hà Nội,NV_115,Vũ Nam,20,Nữ,Hà Nội,Yamaha,Yamaha Sirius,Xe số,Đen,19000000,YouTube,Thanh toán chuẩn,Dán keo,0,19450000
KHB-XM-000107,25/12/2025,CN Cầu Giấy,Hà Nội,NV_156,Vũ An,21,Nữ,Hà Nội,Yamaha,Yamaha Exciter 155,Xe côn,Xám xi măng,48500000,Website hệ thống,Trả góp,"Dán keo, Phủ nano, Khung bảo vệ",0,49850000
KHB-XM-000108,25/05/2025,CN Thanh Xuân,Hà Nội,NV_165,Trần Minh,50,Nam,Hà Nội,Yamaha,Yamaha Jupiter Finn,Xe số,Đỏ,28000000,YouTube,Thanh toán chuẩn,Khung bảo vệ,0,28450000
KHB-XM-000109,16/12/2025,CN Hoàn Kiếm,Hà Nội,NV_119,Huỳnh An,51,Nữ,Hà Nội,Yamaha,Yamaha Sirius,Xe số,Xanh dương,19000000,YouTube,Thanh toán chuẩn,Đăng ký xe,500000,18950000
KHB-XM-000110,31/01/2025,CN Bình Tân,TP Hồ Chí Minh,NV_124,Lê Minh,46,Nam,TP Hồ Chí Minh,Yamaha,Yamaha Jupiter Finn,Xe số,Trắng,28000000,Facebook,Trả góp,Dán keo,500000,27950000
KHB-XM-000111,04/02/2025,CN Bình Tân,TP Hồ Chí Minh,NV_129,Huỳnh Bình,60,Nữ,TP Hồ Chí Minh,Honda,Honda SH 150i ABS,Tay ga,Đen,110000000,YouTube,Trả góp,"Bảo hiểm dân sự, Đăng ký xe",0,110900000
KHB-XM-000112,15/09/2025,CN Hai Bà Trưng,Hà Nội,NV_199,Vũ Khánh,27,Nam,Hà Nội,Honda,Honda Blade 110,Xe số,Đỏ,19500000,Website hệ thống,Trả góp,"Phủ nano, Dán keo",0,20400000
KHB-XM-000113,07/03/2025,CN Thanh Khê,Đà Nẵng,NV_189,Nguyễn Chi,27,Nữ,Đà Nẵng,Honda,Honda Future 125 FI,Xe số,Xám xi măng,31000000,YouTube,Thanh toán chuẩn,"Phủ nano, Dán keo, Đăng ký xe, Khung bảo vệ",0,32800000
KHB-XM-000114,25/07/2025,CN Tân Bình,TP Hồ Chí Minh,NV_127,Nguyễn Hạnh,21,Nam,TP Hồ Chí Minh,Yamaha,Yamaha Grande,Tay ga,Xám xi măng,46500000,Tự tìm kiếm,Trả góp,"Khung bảo vệ, Phủ nano, Dán keo, Bảo hiểm dân sự",0,48300000
KHB-XM-000115,07/04/2025,CN Quận 5,TP Hồ Chí Minh,NV_193,Lê Linh,60,Nam,TP Hồ Chí Minh,Yamaha,Yamaha Grande,Tay ga,Đen,46500000,Người quen giới thiệu,Thanh toán chuẩn,"Dán keo, Đăng ký xe, Phủ nano, Khung bảo vệ",0,48300000
KHB-XM-000116,15/11/2025,CN Bình Tân,TP Hồ Chí Minh,NV_199,Huỳnh Dũng,23,Nữ,TP Hồ Chí Minh,Honda,Honda Future 125 FI,Xe số,Đen,31000000,Facebook,Thanh toán chuẩn,Bảo hiểm dân sự,0,31450000
KHB-XM-000117,28/03/2025,CN Bình Thạnh,TP Hồ Chí Minh,NV_110,Phan Dũng,37,Nam,TP Hồ Chí Minh,Honda,Honda Vision,Tay ga,Vàng,33000000,Người quen giới thiệu,Thanh toán chuẩn,"Dán keo, Đăng ký xe",0,33900000
KHB-XM-000118,23/10/2025,CN Cầu Giấy,Hà Nội,NV_103,Phan Hùng,64,Nữ,Hà Nội,Yamaha,Yamaha Exciter 155,Xe côn,Đỏ,48500000,Facebook,Thanh toán chuẩn,"Dán keo, Đăng ký xe",0,49400000
KHB-XM-000119,04/06/2025,CN Cầu Giấy,Hà Nội,NV_130,Vũ Hạnh,28,Nam,Hà Nội,Honda,Honda Winner X,Xe côn,Vàng,46000000,YouTube,Trả góp,"Khung bảo vệ, Dán keo",0,46900000
KHB-XM-000120,06/09/2025,CN Hoàn Kiếm,Hà Nội,NV_167,Vũ Hùng,27,Nữ,Hà Nội,Yamaha,Yamaha Sirius,Xe số,Xám xi măng,19000000,TikTok,Thanh toán chuẩn,"Bảo hiểm dân sự, Đăng ký xe, Phủ nano, Khung bảo vệ",0,20800000
KHB-XM-000121,07/06/2025,CN Quận 10,TP Hồ Chí Minh,NV_141,Trần Nam,27,Nữ,TP Hồ Chí Minh,Yamaha,Yamaha Exciter 155,Xe côn,Vàng,48500000,Người quen giới thiệu,Trả góp,"Phủ nano, Đăng ký xe, Bảo hiểm dân sự",0,49850000
KHB-XM-000122,19/06/2025,CN Thanh Khê,Đà Nẵng,NV_176,Trần Khánh,36,Nam,Đà Nẵng,Yamaha,Yamaha NVX 155,Tay ga,Xám xi măng,55000000,Facebook,Thanh toán chuẩn,Dán keo,0,55450000
KHB-XM-000123,21/08/2025,CN Liên Chiểu,Đà Nẵng,NV_174,Phạm Hùng,27,Nữ,Đà Nẵng,Yamaha,Yamaha Sirius FI,Xe số,Trắng,21500000,TikTok,Thanh toán chuẩn,"Khung bảo vệ, Đăng ký xe, Bảo hiểm dân sự",0,22850000
KHB-XM-000124,08/08/2025,CN Bình Thạnh,TP Hồ Chí Minh,NV_171,Hoàng Chi,21,Nữ,TP Hồ Chí Minh,Yamaha,Yamaha NVX 155,Tay ga,Đen,55000000,TikTok,Thanh toán chuẩn,"Bảo hiểm dân sự, Khung bảo vệ, Phủ nano, Đăng ký xe",0,56800000
KHB-XM-000125,06/11/2025,CN Đống Đa,Hà Nội,NV_153,Vũ Bình,21,Nữ,Hà Nội,Suzuki,Suzuki Satria F150,Xe côn,Đỏ,53500000,YouTube,Thanh toán chuẩn,"Phủ nano, Dán keo, Khung bảo vệ",0,54850000
KHB-XM-000126,22/10/2025,CN Quận 5,TP Hồ Chí Minh,NV_197,Hoàng Chi,54,Nam,TP Hồ Chí Minh,Yamaha,Yamaha Sirius FI,Xe số,Xám xi măng,21500000,Người quen giới thiệu,Thanh toán chuẩn,Bảo hiểm dân sự,0,21950000
KHB-XM-000127,17/06/2025,CN Bình Tân,TP Hồ Chí Minh,NV_136,Vũ Bình,29,Nam,TP Hồ Chí Minh,Honda,Honda Air Blade 125,Tay ga,Trắng,42500000,Facebook,Thanh toán chuẩn,Phủ nano,0,42950000
KHB-XM-000128,08/01/2025,CN Đống Đa,Hà Nội,NV_142,Trần Dũng,42,Nữ,Hà Nội,Yamaha,Yamaha Sirius FI,Xe số,Xanh dương,21500000,TikTok,Thanh toán chuẩn,"Khung bảo vệ, Phủ nano",0,22400000
KHB-XM-000129,01/08/2025,CN Long Biên,Hà Nội,NV_123,Phạm Khánh,56,Nam,Hà Nội,Honda,Honda Vision,Tay ga,Trắng,33000000,Tự tìm kiếm,Trả góp,"Bảo hiểm dân sự, Phủ nano, Đăng ký xe",0,34350000
KHB-XM-000130,09/09/2025,CN Đống Đa,Hà Nội,NV_101,Phạm Chi,59,Nam,Hà Nội,Honda,Honda Wave Alpha,Xe số,Xanh dương,18500000,YouTube,Trả góp,"Dán keo, Bảo hiểm dân sự",500000,18900000
KHB-XM-000131,11/11/2025,CN Đống Đa,Hà Nội,NV_135,Huỳnh Linh,61,Nam,Hà Nội,Yamaha,Yamaha Jupiter Finn,Xe số,Đỏ,28000000,Tự tìm kiếm,Trả góp,"Bảo hiểm dân sự, Phủ nano, Dán keo, Khung bảo vệ",0,29800000
KHB-XM-000132,02/07/2025,CN Tân Bình,TP Hồ Chí Minh,NV_123,Lê Giang,55,Nam,TP Hồ Chí Minh,Yamaha,Yamaha Sirius FI,Xe số,Xanh dương,21500000,Người quen giới thiệu,Trả góp,"Dán keo, Khung bảo vệ",0,22400000
KHB-XM-000133,24/02/2025,CN Quận 5,TP Hồ Chí Minh,NV_138,Lê Giang,61,Nam,TP Hồ Chí Minh,Suzuki,Suzuki Raider R150,Xe côn,Xám xi măng,50500000,Tự tìm kiếm,Thanh toán chuẩn,"Khung bảo vệ, Đăng ký xe, Phủ nano, Bảo hiểm dân sự",0,52300000
KHB-XM-000134,15/12/2025,CN Gò Vấp,TP Hồ Chí Minh,NV_176,Lê Hùng,63,Nữ,TP Hồ Chí Minh,Yamaha,Yamaha Sirius,Xe số,Vàng,19000000,Website hệ thống,Thanh toán chuẩn,"Khung bảo vệ, Dán keo",0,19900000
KHB-XM-000135,22/09/2025,CN Thanh Xuân,Hà Nội,NV_199,Nguyễn Chi,62,Nam,Hà Nội,Suzuki,Suzuki Raider R150,Xe côn,Đỏ,50500000,Facebook,Trả góp,"Đăng ký xe, Bảo hiểm dân sự, Dán keo",0,51850000
KHB-XM-000136,15/12/2025,CN Hoàn Kiếm,Hà Nội,NV_146,Phan An,65,Nữ,Hà Nội,Yamaha,Yamaha Janus,Tay ga,Xanh dương,29500000,Tự tìm kiếm,Trả góp,"Phủ nano, Bảo hiểm dân sự, Dán keo",0,30850000
KHB-XM-000137,27/01/2025,CN Cầu Giấy,Hà Nội,NV_122,Vũ Hùng,28,Nữ,Hà Nội,Suzuki,Suzuki Burgman Street,Tay ga,Đen,49500000,YouTube,Trả góp,"Phủ nano, Bảo hiểm dân sự",0,50400000
KHB-XM-000138,15/11/2025,CN Đống Đa,Hà Nội,NV_183,Trần Hạnh,61,Nữ,Hà Nội,Suzuki,Suzuki Burgman Street,Tay ga,Đen,49500000,Website hệ thống,Trả góp,"Khung bảo vệ, Phủ nano, Dán keo",0,50850000
KHB-XM-000139,21/10/2025,CN Bình Thạnh,TP Hồ Chí Minh,NV_156,Phan Chi,57,Nữ,TP Hồ Chí Minh,Suzuki,Suzuki Satria F150,Xe côn,Đen,53500000,Người quen giới thiệu,Trả góp,Dán keo,0,53950000
KHB-XM-000140,22/06/2025,CN Tân Bình,TP Hồ Chí Minh,NV_134,Trần Linh,23,Nữ,TP Hồ Chí Minh,Honda,Honda Lead 125,Tay ga,Trắng,40000000,YouTube,Trả góp,Khung bảo vệ,0,40450000
KHB-XM-000141,07/04/2025,CN Quận 1,TP Hồ Chí Minh,NV_133,Vũ Giang,19,Nam,TP Hồ Chí Minh,Honda,Honda Wave Alpha,Xe số,Đỏ,18500000,TikTok,Trả góp,"Phủ nano, Bảo hiểm dân sự, Đăng ký xe, Khung bảo vệ",500000,19800000
KHB-XM-000142,27/03/2025,CN Quận 10,TP Hồ Chí Minh,NV_171,Phan An,44,Nữ,TP Hồ Chí Minh,Honda,Honda Winner X,Xe côn,Xám xi măng,46000000,Tự tìm kiếm,Trả góp,"Đăng ký xe, Phủ nano, Bảo hiểm dân sự",0,47350000
KHB-XM-000143,02/03/2025,CN Thanh Khê,Đà Nẵng,NV_131,Nguyễn An,64,Nữ,Đà Nẵng,Honda,Honda Winner X,Xe côn,Đen,46000000,TikTok,Trả góp,"Phủ nano, Bảo hiểm dân sự, Dán keo",0,47350000
KHB-XM-000144,13/09/2025,CN Hoàn Kiếm,Hà Nội,NV_110,Trần Minh,54,Nam,Hà Nội,Honda,Honda Lead 125,Tay ga,Xám xi măng,40000000,Người quen giới thiệu,Thanh toán chuẩn,"Bảo hiểm dân sự, Phủ nano",0,40900000
KHB-XM-000145,28/11/2025,CN Thanh Xuân,Hà Nội,NV_140,Nguyễn Giang,58,Nữ,Hà Nội,Suzuki,Suzuki Burgman Street,Tay ga,Xanh dương,49500000,Website hệ thống,Thanh toán chuẩn,"Bảo hiểm dân sự, Đăng ký xe, Dán keo",0,50850000
KHB-XM-000146,24/04/2025,CN Bình Thạnh,TP Hồ Chí Minh,NV_187,Huỳnh Giang,35,Nam,TP Hồ Chí Minh,Honda,Honda Future 125 FI,Xe số,Xanh dương,31000000,Người quen giới thiệu,Thanh toán chuẩn,"Dán keo, Bảo hiểm dân sự",500000,31400000
KHB-XM-000147,25/05/2025,CN Hoàn Kiếm,Hà Nội,NV_176,Hoàng Minh,28,Nữ,Hà Nội,Yamaha,Yamaha Grande,Tay ga,Đen,46500000,Người quen giới thiệu,Thanh toán chuẩn,"Khung bảo vệ, Đăng ký xe, Bảo hiểm dân sự, Phủ nano",0,48300000
KHB-XM-000148,26/01/2025,CN Hoàn Kiếm,Hà Nội,NV_158,Huỳnh Chi,30,Nam,Hà Nội,Yamaha,Yamaha Grande,Tay ga,Đen,46500000,YouTube,Trả góp,Khung bảo vệ,0,46950000
KHB-XM-000149,22/09/2025,CN Đống Đa,Hà Nội,NV_155,Trần Quân,57,Nam,Hà Nội,Suzuki,Suzuki Satria F150,Xe côn,Xám xi măng,53500000,Tự tìm kiếm,Thanh toán chuẩn,Bảo hiểm dân sự,0,53950000
KHB-XM-000150,28/05/2025,CN Hoàn Kiếm,Hà Nội,NV_123,Vũ Hạnh,55,Nam,Hà Nội,Yamaha,Yamaha Jupiter Finn,Xe số,Đỏ,28000000,Website hệ thống,Trả góp,"Khung bảo vệ, Dán keo, Phủ nano",500000,28850000
KHB-XM-000151,24/01/2025,CN Gò Vấp,TP Hồ Chí Minh,NV_173,Phạm Khánh,29,Nam,TP Hồ Chí Minh,Yamaha,Yamaha NVX 155,Tay ga,Trắng,55000000,YouTube,Thanh toán chuẩn,Phủ nano,0,55450000
KHB-XM-000152,05/12/2025,CN Bình Thạnh,TP Hồ Chí Minh,NV_110,Phan Bình,22,Nam,TP Hồ Chí Minh,Suzuki,Suzuki Burgman Street,Tay ga,Đỏ,49500000,Facebook,Thanh toán chuẩn,"Khung bảo vệ, Đăng ký xe, Dán keo",0,50850000
KHB-XM-000153,10/09/2025,CN Long Biên,Hà Nội,NV_177,Phạm Nam,44,Nữ,Hà Nội,Yamaha,Yamaha Grande,Tay ga,Đỏ,46500000,YouTube,Thanh toán chuẩn,"Bảo hiểm dân sự, Khung bảo vệ, Đăng ký xe, Dán keo",0,48300000
KHB-XM-000154,24/03/2025,CN Bình Tân,TP Hồ Chí Minh,NV_127,Phan Khánh,38,Nam,TP Hồ Chí Minh,Suzuki,Suzuki Raider R150,Xe côn,Vàng,50500000,Tự tìm kiếm,Trả góp,"Dán keo, Đăng ký xe",0,51400000
KHB-XM-000155,26/03/2025,CN Quận 10,TP Hồ Chí Minh,NV_142,Vũ Khánh,62,Nam,TP Hồ Chí Minh,Yamaha,Yamaha Sirius,Xe số,Đỏ,19000000,Tự tìm kiếm,Thanh toán chuẩn,"Dán keo, Bảo hiểm dân sự, Đăng ký xe",500000,19850000
KHB-XM-000156,06/07/2025,CN Quận 1,TP Hồ Chí Minh,NV_113,Lê Bình,36,Nữ,TP Hồ Chí Minh,Suzuki,Suzuki Satria F150,Xe côn,Vàng,53500000,TikTok,Trả góp,Bảo hiểm dân sự,0,53950000
KHB-XM-000157,04/03/2025,CN Thanh Xuân,Hà Nội,NV_128,Hoàng Dũng,24,Nữ,Hà Nội,Yamaha,Yamaha Jupiter Finn,Xe số,Đỏ,28000000,TikTok,Trả góp,"Phủ nano, Dán keo",0,28900000
KHB-XM-000158,09/08/2025,CN Hoàn Kiếm,Hà Nội,NV_103,Hoàng Giang,37,Nữ,Hà Nội,Yamaha,Yamaha Sirius,Xe số,Đỏ,19000000,Tự tìm kiếm,Thanh toán chuẩn,"Khung bảo vệ, Bảo hiểm dân sự",0,19900000
KHB-XM-000159,12/02/2025,CN Long Biên,Hà Nội,NV_180,Huỳnh Khánh,59,Nữ,Hà Nội,Yamaha,Yamaha Sirius,Xe số,Xanh dương,19000000,Website hệ thống,Thanh toán chuẩn,Dán keo,0,19450000
KHB-XM-000160,04/01/2025,CN Quận 5,TP Hồ Chí Minh,NV_156,Lê Giang,52,Nữ,TP Hồ Chí Minh,Yamaha,Yamaha NVX 155,Tay ga,Xám xi măng,55000000,YouTube,Trả góp,Phủ nano,0,55450000
KHB-XM-000161,09/08/2025,CN Gò Vấp,TP Hồ Chí Minh,NV_195,Nguyễn An,54,Nữ,TP Hồ Chí Minh,Honda,Honda Lead 125,Tay ga,Xám xi măng,40000000,Website hệ thống,Trả góp,"Đăng ký xe, Dán keo",0,40900000
KHB-XM-000162,24/04/2025,CN Thanh Khê,Đà Nẵng,NV_184,Phạm Dũng,26,Nam,Đà Nẵng,Honda,Honda Future 125 FI,Xe số,Trắng,31000000,Facebook,Trả góp,"Dán keo, Khung bảo vệ, Phủ nano",0,32350000
KHB-XM-000163,13/11/2025,CN Gò Vấp,TP Hồ Chí Minh,NV_188,Hoàng Dũng,51,Nam,TP Hồ Chí Minh,Yamaha,Yamaha Jupiter Finn,Xe số,Vàng,28000000,Facebook,Thanh toán chuẩn,"Khung bảo vệ, Phủ nano, Dán keo",500000,28850000
KHB-XM-000164,11/08/2025,CN Cầu Giấy,Hà Nội,NV_140,Phạm Quân,52,Nữ,Hà Nội,Yamaha,Yamaha Janus,Tay ga,Đỏ,29500000,Website hệ thống,Trả góp,Phủ nano,0,29950000
KHB-XM-000165,07/08/2025,CN Bình Thạnh,TP Hồ Chí Minh,NV_161,Lê Bình,45,Nam,TP Hồ Chí Minh,Honda,Honda Blade 110,Xe số,Trắng,19500000,Website hệ thống,Thanh toán chuẩn,"Phủ nano, Đăng ký xe, Bảo hiểm dân sự",500000,20350000
KHB-XM-000166,20/08/2025,CN Long Biên,Hà Nội,NV_158,Phạm Giang,63,Nữ,Hà Nội,Honda,Honda Air Blade 125,Tay ga,Đỏ,42500000,YouTube,Trả góp,"Phủ nano, Dán keo, Bảo hiểm dân sự",0,43850000
KHB-XM-000167,01/02/2025,CN Hai Bà Trưng,Hà Nội,NV_133,Phạm Nam,58,Nữ,Hà Nội,Honda,Honda Vision,Tay ga,Trắng,33000000,Facebook,Trả góp,Bảo hiểm dân sự,0,33450000
KHB-XM-000168,22/11/2025,CN Quận 10,TP Hồ Chí Minh,NV_104,Phạm Nam,33,Nữ,TP Hồ Chí Minh,Yamaha,Yamaha Jupiter Finn,Xe số,Đỏ,28000000,YouTube,Thanh toán chuẩn,"Bảo hiểm dân sự, Phủ nano, Đăng ký xe, Khung bảo vệ",500000,29300000
KHB-XM-000169,09/05/2025,CN Liên Chiểu,Đà Nẵng,NV_139,Lê Bình,40,Nam,Đà Nẵng,Yamaha,Yamaha Exciter 155,Xe côn,Đỏ,48500000,Người quen giới thiệu,Thanh toán chuẩn,Dán keo,0,48950000
KHB-XM-000170,07/01/2025,CN Bình Thạnh,TP Hồ Chí Minh,NV_107,Hoàng Nam,49,Nam,TP Hồ Chí Minh,Yamaha,Yamaha Janus,Tay ga,Đỏ,29500000,Website hệ thống,Trả góp,"Bảo hiểm dân sự, Khung bảo vệ",0,30400000
KHB-XM-000171,07/01/2025,CN Quận 1,TP Hồ Chí Minh,NV_173,Hoàng Minh,34,Nữ,TP Hồ Chí Minh,Honda,Honda Lead 125,Tay ga,Xanh dương,40000000,TikTok,Trả góp,"Đăng ký xe, Khung bảo vệ, Phủ nano, Dán keo",0,41800000
KHB-XM-000172,03/01/2025,CN Quận 5,TP Hồ Chí Minh,NV_167,Phan Bình,52,Nam,TP Hồ Chí Minh,Honda,Honda Lead 125,Tay ga,Xanh dương,40000000,Tự tìm kiếm,Trả góp,"Phủ nano, Khung bảo vệ, Dán keo, Đăng ký xe",0,41800000
KHB-XM-000173,01/02/2025,CN Long Biên,Hà Nội,NV_196,Phạm Linh,49,Nữ,Hà Nội,Suzuki,Suzuki Satria F150,Xe côn,Trắng,53500000,YouTube,Thanh toán chuẩn,"Dán keo, Phủ nano",0,54400000
KHB-XM-000174,11/02/2025,CN Tân Bình,TP Hồ Chí Minh,NV_106,Phạm Hạnh,57,Nữ,TP Hồ Chí Minh,Honda,Honda Future 125 FI,Xe số,Xám xi măng,31000000,YouTube,Thanh toán chuẩn,"Khung bảo vệ, Dán keo, Phủ nano, Đăng ký xe",0,32800000
KHB-XM-000175,11/07/2025,CN Thanh Xuân,Hà Nội,NV_151,Phạm Linh,53,Nam,Hà Nội,Yamaha,Yamaha Jupiter Finn,Xe số,Xám xi măng,28000000,Người quen giới thiệu,Thanh toán chuẩn,"Bảo hiểm dân sự, Dán keo, Đăng ký xe",500000,28850000
KHB-XM-000176,14/04/2025,CN Thanh Xuân,Hà Nội,NV_180,Huỳnh Dũng,62,Nữ,Hà Nội,Yamaha,Yamaha Grande,Tay ga,Xám xi măng,46500000,Website hệ thống,Trả góp,Dán keo,0,46950000
KHB-XM-000177,09/05/2025,CN Bình Thạnh,TP Hồ Chí Minh,NV_187,Hoàng Hùng,28,Nữ,TP Hồ Chí Minh,Yamaha,Yamaha Sirius,Xe số,Xanh dương,19000000,Tự tìm kiếm,Trả góp,"Bảo hiểm dân sự, Đăng ký xe, Phủ nano, Dán keo",0,20800000
KHB-XM-000178,21/01/2025,CN Đống Đa,Hà Nội,NV_127,Huỳnh Linh,48,Nam,Hà Nội,Honda,Honda Vision,Tay ga,Xanh dương,33000000,Người quen giới thiệu,Thanh toán chuẩn,Bảo hiểm dân sự,0,33450000
KHB-XM-000179,03/12/2025,CN Đống Đa,Hà Nội,NV_178,Lê Khánh,49,Nữ,Hà Nội,Suzuki,Suzuki Burgman Street,Tay ga,Đen,49500000,Facebook,Trả góp,"Khung bảo vệ, Bảo hiểm dân sự",0,50400000
KHB-XM-000180,15/01/2025,CN Gò Vấp,TP Hồ Chí Minh,NV_109,Phan Hạnh,32,Nam,TP Hồ Chí Minh,Suzuki,Suzuki Burgman Street,Tay ga,Đỏ,49500000,TikTok,Thanh toán chuẩn,"Bảo hiểm dân sự, Đăng ký xe, Dán keo, Phủ nano",0,51300000
KHB-XM-000181,15/11/2025,CN Hai Bà Trưng,Hà Nội,NV_106,Huỳnh Linh,50,Nam,Hà Nội,Yamaha,Yamaha Sirius,Xe số,Đen,19000000,Website hệ thống,Thanh toán chuẩn,Phủ nano,0,19450000
KHB-XM-000182,04/11/2025,CN Bình Tân,TP Hồ Chí Minh,NV_138,Phạm Quân,39,Nam,TP Hồ Chí Minh,Suzuki,Suzuki Raider R150,Xe côn,Vàng,50500000,YouTube,Thanh toán chuẩn,"Bảo hiểm dân sự, Đăng ký xe, Phủ nano",0,51850000
KHB-XM-000183,02/08/2025,CN Quận 10,TP Hồ Chí Minh,NV_144,Phan Dũng,46,Nữ,TP Hồ Chí Minh,Yamaha,Yamaha Exciter 155,Xe côn,Xám xi măng,48500000,YouTube,Thanh toán chuẩn,"Dán keo, Bảo hiểm dân sự, Khung bảo vệ, Đăng ký xe",0,50300000
KHB-XM-000184,31/08/2025,CN Thanh Khê,Đà Nẵng,NV_150,Vũ Linh,39,Nữ,Đà Nẵng,Honda,Honda Wave RSX FI,Xe số,Xanh dương,22500000,YouTube,Trả góp,"Đăng ký xe, Khung bảo vệ, Phủ nano",0,23850000
KHB-XM-000185,13/10/2025,CN Long Biên,Hà Nội,NV_150,Phan Hùng,44,Nam,Hà Nội,Honda,Honda SH 150i ABS,Tay ga,Xám xi măng,110000000,TikTok,Trả góp,"Phủ nano, Khung bảo vệ",0,110900000
KHB-XM-000186,15/08/2025,CN Hải Châu,Đà Nẵng,NV_158,Phạm Quân,34,Nam,Đà Nẵng,Honda,Honda Lead 125,Tay ga,Xám xi măng,40000000,Facebook,Trả góp,"Đăng ký xe, Khung bảo vệ, Bảo hiểm dân sự, Dán keo",0,41800000
KHB-XM-000187,13/03/2025,CN Hai Bà Trưng,Hà Nội,NV_146,Lê Minh,41,Nữ,Hà Nội,Honda,Honda Wave RSX FI,Xe số,Đỏ,22500000,Người quen giới thiệu,Trả góp,Dán keo,500000,22450000
KHB-XM-000188,14/01/2025,CN Liên Chiểu,Đà Nẵng,NV_127,Huỳnh Bình,26,Nữ,Đà Nẵng,Honda,Honda SH 150i ABS,Tay ga,Xám xi măng,110000000,Người quen giới thiệu,Thanh toán chuẩn,"Bảo hiểm dân sự, Đăng ký xe, Dán keo",0,111350000
KHB-XM-000189,28/09/2025,CN Đống Đa,Hà Nội,NV_111,Phan Bình,50,Nam,Hà Nội,Honda,Honda Vision,Tay ga,Trắng,33000000,TikTok,Thanh toán chuẩn,"Khung bảo vệ, Bảo hiểm dân sự, Đăng ký xe",0,34350000
KHB-XM-000190,19/06/2025,CN Quận 10,TP Hồ Chí Minh,NV_123,Trần Bình,54,Nam,TP Hồ Chí Minh,Yamaha,Yamaha Sirius FI,Xe số,Đỏ,21500000,YouTube,Trả góp,"Đăng ký xe, Khung bảo vệ",0,22400000
